gene_name,sample_name,season,gene_family,aro_accession,drug_class,high_level_drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_gene_id,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
mdtO,Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3003549,nucleoside antibiotic; disinfecting agents and antiseptics,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2,ARO:3003549|ID:2056|Name:mdtO|NCBI:AP009048.1,13.89,0.15,,6755272,0.77,0.06
mdtP,Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3003550,nucleoside antibiotic; disinfecting agents and antiseptics,nucleoside antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,2,ARO:3003550|ID:45|Name:mdtP|NCBI:AP009048.1,5.86,0.12,,6755272,0.77,0.05
mefC,Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3003745,macrolide antibiotic,macrolide antibiotic,antibiotic efflux,protein homolog,1,Strict,99.7549,99.75,,68,ARO:3003745|ID:2262|Name:mefC|NCBI:AB571865.1,100,7.49,,6755272,26.26,2.89
mefJ,Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3007049,macrolide antibiotic,macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,4,ARO:3007049|ID:5748|Name:mefJ|NCBI:CP065927.1,25.29,0.49,,6755272,1.54,0.19
mel,Influent_WWTP_2_10_24_MH4_S337,wet,msr-type ABC-F protein,ARO:3000616,macrolide antibiotic; streptogramin antibiotic,macrolide antibiotic; streptogramin antibiotic,antibiotic target protection,protein homolog,0,,,,,3,ARO:3000616|ID:1231|Name:mel|NCBI:AF227521.1,23.56,0.2,,6755272,1.16,0.08
mexN,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003705,phenicol antibiotic,phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,22,ARO:3003705|ID:2217|Name:mexN|NCBI:AB219523.1,49.66,0.23,,6755272,8.49,0.09
mexQ,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003699,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,phenicol antibiotic; tetracycline antibiotic; macrolide antibiotic; disinfecting agents and antiseptics; diaminopyrimidine antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,14,ARO:3003699|ID:2212|Name:mexQ|NCBI:AB219524.1,30.39,0.05,,6755272,5.41,0.02
mexY,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003033,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,phenicol antibiotic; tetracycline antibiotic; macrolide antibiotic; disinfecting agents and antiseptics; aminoglycoside antibiotic; fluoroquinolone antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,11,ARO:3003033|ID:1786|Name:mexY|NCBI:AB015853.1,25.53,0.1,,6755272,4.25,0.04
mphA,Influent_WWTP_2_10_24_MH4_S337,wet,macrolide phosphotransferase (MPH),ARO:3000316,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,0,,,,,5,ARO:3000316|ID:1243|Name:mphA|NCBI:D16251.1,41.61,0.53,,6755272,1.93,0.2
mphC,Influent_WWTP_2_10_24_MH4_S337,wet,macrolide phosphotransferase (MPH),ARO:3000319,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.3333,100,,,,,,,6755272,0,0
mphE,Influent_WWTP_2_10_24_MH4_S337,wet,macrolide phosphotransferase (MPH),ARO:3003741,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,1,Perfect,99.661,100,Unknown taxonomy (chromosome or plasmid),1133,ARO:3003741|ID:2614|Name:mphE|NCBI:DQ839391.1,100,165.01,,6755272,437.48,63.71
mphF,Influent_WWTP_2_10_24_MH4_S337,wet,macrolide phosphotransferase (MPH),ARO:3003071,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,0,,,,,5,ARO:3003071|ID:473|Name:mphF|NCBI:AM260957.1,39.44,0.67,,6755272,1.93,0.26
mphG,Influent_WWTP_2_10_24_MH4_S337,wet,macrolide phosphotransferase (MPH),ARO:3003742,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,2,Nudged,99.661,98.48,Elizabethkingia anophelis (no genomic info),51,ARO:3003742|ID:2259|Name:mphG|NCBI:AB571865.1,100,8.37,,6755272,19.69,3.23
mphL,Influent_WWTP_2_10_24_MH4_S337,wet,macrolide phosphotransferase (MPH),ARO:3003072,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.3026,100,,,,,,,6755272,0,0
msbA,Influent_WWTP_2_10_24_MH4_S337,wet,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3003950,nitroimidazole antibiotic,nitroimidazole antibiotic,antibiotic efflux,protein homolog,1,Nudged,13.3791,100,Unknown taxonomy (chromosome),3,ARO:3003950|ID:2423|Name:msbA|NCBI:U00096.3,21.21,0.17,,6755272,1.16,0.07
msrE,Influent_WWTP_2_10_24_MH4_S337,wet,msr-type ABC-F protein,ARO:3003109,macrolide antibiotic; streptogramin antibiotic,macrolide antibiotic; streptogramin antibiotic,antibiotic target protection,protein homolog,1,Perfect,99.7967,100,Unknown taxonomy (chromosome or plasmid),2186,ARO:3003109|ID:33|Name:msrE|NCBI:EU294228.1,100,201.11,Acinetobacter baumannii (chromosome or plasmid): 3; Escherichia coli (chromosome or plasmid): 1; ,6755272,844.06,77.65
mtrE,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000812,macrolide antibiotic; penam,macrolide antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,1,Nudged,1.7094,100,,,,,,,6755272,0,0
oqxB,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003923,fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic,tetracycline antibiotic; fluoroquinolone antibiotic; nitrofuran antibiotic; diaminopyrimidine antibiotic,antibiotic efflux,protein homolog,0,,,,,7,ARO:3003923|ID:2400|Name:oqxB|NCBI:EU370913.1,15.1,0.02,,6755272,2.7,0.01
pmrA,Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000822,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Nudged,2.25,100,,,,,,,6755272,0,0
qacEdelta1,Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3005010,disinfecting agents and antiseptics,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,1,Perfect,99.1379,100,Unknown taxonomy (chromosome or plasmid),24,ARO:3005010|ID:3755|Name:qacEdelta1|NCBI:U49101.1,100,8.61,,6755272,9.27,3.32
qacG,Influent_WWTP_2_10_24_MH4_S337,wet,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3007015,disinfecting agents and antiseptics,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,4,Strict,98.1481,47.64,Acinetobacter johnsonii (chromosome) Moraxella osloensis (chromosome) Unknown taxonomy (chromosome or plasmid),,,,,,6755272,0,0
qacL,Influent_WWTP_2_10_24_MH4_S337,wet,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3005098,disinfecting agents and antiseptics,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,1,Strict,91.8919,98.04,Unknown taxonomy (chromosome or plasmid),16,ARO:3005098|ID:3830|Name:qacL|NCBI:DQ149925.1,100,4.61,Enterobacter kobei (plasmid): 3; ,6755272,6.18,1.78
rpoB2,Influent_WWTP_2_10_24_MH4_S337,wet,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),ARO:3000501,rifamycin antibiotic,rifamycin antibiotic,antibiotic target alteration; antibiotic target replacement,protein homolog,0,,,,,27,ARO:3000501|ID:2831|Name:rpoB2|NCBI:AP006618.1,27.8,0.17,,6755272,10.43,0.07
rsmA,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3005069,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,phenicol antibiotic; fluoroquinolone antibiotic; diaminopyrimidine antibiotic,antibiotic efflux,protein homolog,1,Strict,88.7097,89.09,,1,ARO:3005069|ID:3807|Name:rsmA|NCBI:AF061757.1,24.19,0.24,,6755272,0.39,0.09
salC,Influent_WWTP_2_10_24_MH4_S337,wet,sal-type ABC-F protein,ARO:3007027,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,lincosamide antibiotic; pleuromutilin antibiotic; streptogramin antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.2915,100,,,,,,,6755272,0,0
smeB,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003052,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,aminoglycoside antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,21,ARO:3003052|ID:1960|Name:smeB|NCBI:AF173226.1,27.78,0.1,,6755272,8.11,0.04
smeE,Influent_WWTP_2_10_24_MH4_S337,wet,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003056,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic,phenicol antibiotic; tetracycline antibiotic; macrolide antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Nudged,5.8598,95.08,Shewanella putrefaciens (chromosome),36,ARO:3003056|ID:876|Name:smeE|NCBI:AJ252200.1,35.96,0.41,Aeromonas hydrophila (chromosome): 2; ,6755272,13.9,0.16
sul1,Influent_WWTP_2_10_24_MH4_S337,wet,sulfonamide resistant sul,ARO:3000410,sulfonamide antibiotic,sulfonamide antibiotic,antibiotic target replacement,protein homolog,1,Strict,99.6429,99.64,Unknown taxonomy (chromosome or plasmid),47,ARO:3000410|ID:1070|Name:sul1|NCBI:JF969163.1,100,6.73,Escherichia coli (chromosome or plasmid): 8; ,6755272,18.15,2.6
sul2,Influent_WWTP_2_10_24_MH4_S337,wet,sulfonamide resistant sul,ARO:3000412,sulfonamide antibiotic,sulfonamide antibiotic,antibiotic target replacement,protein homolog,1,Nudged,22.7941,98.39,Unknown taxonomy (chromosome or plasmid),4,ARO:3000412|ID:952|Name:sul2|NCBI:AY055428.1,59.8,0.65,,6755272,1.54,0.25
tet(32),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3000196,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,2,ARO:3000196|ID:1233|Name:tet(32)|NCBI:EU722333.1,3.8,0.08,,6755272,0.77,0.03
tet(39),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000566,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,722,ARO:3000566|ID:1092|Name:tet(39)|NCBI:AY743590.1,100,79.27,,6755272,278.78,30.61
tet(40),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000567,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,2,ARO:3000567|ID:945|Name:tet(40)|NCBI:AM419751.1,4.01,0.07,,6755272,0.77,0.03
tet(50),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline inactivation enzyme,ARO:3004584,tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.0566,100,,,,,,,6755272,0,0
tet(A),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000165,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,12,ARO:3000165|ID:1808|Name:tet(A)|NCBI:AF534183.1,35.84,0.84,,6755272,4.63,0.32
tet(C),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000167,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Nudged,27.4559,98.17,Unknown taxonomy (chromosome or plasmid),10,ARO:3000167|ID:900|Name:tet(C)|NCBI:AY043299.1,49.79,1.01,,6755272,3.86,0.39
tet(D),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000168,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Strict,91.8987,42.08,Unknown taxonomy (plasmid),,,,,,6755272,0,0
tet(E),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000173,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,6,ARO:3000173|ID:142|Name:tet(E)|NCBI:L06940.1,31.77,0.62,,6755272,2.32,0.24
tet(M),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3000186,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,6,ARO:3000186|ID:1692|Name:tet(M)|NCBI:AB039845.1,21.46,0.35,,6755272,2.32,0.14
tet(O),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3000190,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,25.4688,98.77,Unknown taxonomy (chromosome or plasmid),11,ARO:3000190|ID:2020|Name:tet(O)|NCBI:M18896.2,39.69,0.83,,6755272,4.25,0.32
tet(O/W/32/O),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3007122,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,3,ARO:3007122|ID:5792|Name:tet(O/W/32/O)|NCBI:DQ525023.1,17.14,0.24,,6755272,1.16,0.09
tet(Q),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3000191,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,3,Nudged;Strict,81.307,96.43,Unknown taxonomy (chromosome),80,ARO:3000191|ID:1183|Name:tet(Q)|NCBI:Z21523.1,100,4.69,Phocaeicola massiliensis (chromosome): 1; ,6755272,30.89,1.81
tet(T),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3000193,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.227,100,,1,ARO:3000193|ID:2037|Name:tet(T)|NCBI:L42544.1,7.72,0.08,,6755272,0.39,0.03
tet(W),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3000194,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,2,Nudged,23.9062,100,Unknown taxonomy (chromosome),9,ARO:3000194|ID:389|Name:tet(W)|NCBI:AJ222769.3,36.35,0.57,,6755272,3.48,0.22
tet(W/N/W),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline-resistant ribosomal protection protein,ARO:3004442,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.25,100,,,,,,,6755272,0,0
tet(X),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline inactivation enzyme,ARO:3000205,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,1,Nudged,19.5373,100,Unknown taxonomy (chromosome or plasmid),11,ARO:3000205|ID:776|Name:tet(X)|NCBI:M37699.1,65.55,1.29,,6755272,4.25,0.5
tet(X1),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline inactivation enzyme,ARO:3005166,tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3005166|ID:3888|Name:tet(X1)|NCBI:AJ311171.1,27.96,0.28,,6755272,0.77,0.11
tet(X3),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline inactivation enzyme,ARO:3004719,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,8,ARO:3004719|ID:3401|Name:tet(X3)|NCBI:MK134375.1,19.19,0.77,,6755272,3.09,0.3
tet(X4),Influent_WWTP_2_10_24_MH4_S337,wet,tetracycline inactivation enzyme,ARO:3004720,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3004720|ID:3402|Name:tet(X4)|NCBI:MK134376.1,9.93,0.1,,6755272,0.39,0.04
tetB(46),Influent_WWTP_2_10_24_MH4_S337,wet,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3004033,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,2,ARO:3004033|ID:2644|Name:tetB(46)|NCBI:HQ652506.1,17.39,0.17,,6755272,0.77,0.07
tetB(58),Influent_WWTP_2_10_24_MH4_S337,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3003981,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Nudged,2.9412,100,,,,,,,6755272,0,0
tlrC,Influent_WWTP_2_10_24_MH4_S337,wet,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,ARO:3002827,macrolide antibiotic; lincosamide antibiotic,lincosamide antibiotic; macrolide antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.4572,100,,,,,,,6755272,0,0
tsnR,Influent_WWTP_2_10_24_MH4_S337,wet,non-erm 23S ribosomal RNA methyltransferase (A1067),ARO:3003060,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,3.321,100,,,,,,,6755272,0,0
vanP,Influent_WWTP_2_10_24_MH4_S337,wet,glycopeptide resistance gene cluster; Van ligase,ARO:3007189,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,2.3324,100,,,,,,,6755272,0,0
vanR gene in vanP cluster,Influent_WWTP_2_10_24_MH4_S337,wet,glycopeptide resistance gene cluster; vanR,ARO:3007191,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,3.3333,100,,,,,,,6755272,0,0
vanW gene in vanB cluster,Influent_WWTP_2_10_24_MH4_S337,wet,vanW; glycopeptide resistance gene cluster,ARO:3002964,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,2.1739,100,,,,,,,6755272,0,0
vanW gene in vanG cluster,Influent_WWTP_2_10_24_MH4_S337,wet,vanW; glycopeptide resistance gene cluster,ARO:3002965,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,86.5248,31.97,,,,,,,6755272,0,0
vmlR,Influent_WWTP_2_10_24_MH4_S337,wet,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,ARO:3004476,lincosamide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,lincosamide antibiotic; streptogramin antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.4599,100,,,,,,,6755272,0,0
AAC(3)-IId,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(3),ARO:3004623,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,2,Nudged,27.5261,99.365,Unknown taxonomy (chromosome or plasmid),10,ARO:3004623|ID:3322|Name:AAC(3)-IId|NCBI:EU022314.1,84.55,1.75,,14397606,2.97,0.52
AAC(3)-Ia,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(3),ARO:3002528,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3002528|ID:39|Name:AAC(3)-Ia|NCBI:U12338.3,15.48,0.15,,14397606,0.3,0.04
AAC(6')-30/AAC(6')-Ib' bifunctional protein,Influent_WWTP_2_14_24_MH2_S349,wet,aminoglycoside bifunctional resistance protein,ARO:3002599,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,3,ARO:3002599|ID:922|Name:AAC(6')-30/AAC(6')-Ib'_bifunctional_protein|NCBI:AJ584652.2,15.3,0.46,,14397606,0.89,0.14
AAC(6')-IIa,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(6'),ARO:3002594,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,58.3784,100,Unknown taxonomy (chromosome or plasmid),5,ARO:3002594|ID:1657|Name:AAC(6')-IIa|NCBI:AY123251.1,58.56,1.11,,14397606,1.49,0.33
AAC(6')-IIb,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(6'),ARO:3002595,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.7624,100,,,,,,,14397606,0,0
AAC(6')-IIc,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(6'),ARO:3002596,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3002596|ID:730|Name:AAC(6')-IIc|NCBI:AF162771.1,30.24,0.3,,14397606,0.59,0.09
AAC(6')-Ib-cr6,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(6'); AAC(6')-Ib-cr,ARO:3005116,fluoroquinolone antibiotic; aminoglycoside antibiotic,aminoglycoside antibiotic; fluoroquinolone antibiotic,antibiotic inactivation,protein homolog,0,,,,,5,ARO:3005116|ID:3843|Name:AAC(6')-Ib-cr6|NCBI:EU675686.2,53.67,1.22,,14397606,1.49,0.36
AAC(6')-Ib7,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(6'),ARO:3002578,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,95,ARO:3002578|ID:2117|Name:AAC(6')-Ib7|NCBI:KR091911.1,88.3,12.2,Klebsiella pneumoniae (chromosome or plasmid): 11; Aeromonas veronii (plasmid): 2; ,14397606,28.25,3.63
AAC(6')-Ib9,Influent_WWTP_2_14_24_MH2_S349,wet,AAC(6'),ARO:3002580,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Strict,97.0588,100,Unknown taxonomy (chromosome or plasmid),,,,,,14397606,0,0
ACI-1,Influent_WWTP_2_14_24_MH2_S349,wet,ACI beta-lactamase,ARO:3004359,cephalosporin; penam; penem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3004359|ID:2874|Name:ACI-1|NCBI:AJ007350.1,13.45,0.13,,14397606,0.3,0.04
ACT-57,Influent_WWTP_2_14_24_MH2_S349,wet,ACT beta-lactamase,ARO:3006252,carbapenem; cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.0942,100,,,,,,,14397606,0,0
